Ohno1	Ohno2	Symbol1	Symbol2
Rasgef1a	Rasgef1b	ENSMUSG00000030134	ENSMUSG00000089809
Adam7	Adam10	ENSMUSG00000022056	ENSMUSG00000054693
Adam3	Adamdec1	ENSMUSG00000031553	ENSMUSG00000022057
Slc12a1	Slc12a2	ENSMUSG00000027202	ENSMUSG00000024597
Adam23	Adam11	ENSMUSG00000025964	ENSMUSG00000020926
Rcor2	Rcor1	ENSMUSG00000024968	ENSMUSG00000037896
Itga7	Itga6	ENSMUSG00000025348	ENSMUSG00000027111
Sema6b	Sema4b	ENSMUSG00000001227	ENSMUSG00000030539
Cdk5r1	Cdk5r2	ENSMUSG00000048895	ENSMUSG00000090071
Hs3st3b1	Hs3st2	ENSMUSG00000070407	ENSMUSG00000046321
Ppfia4	Ppfia1	ENSMUSG00000026458	ENSMUSG00000037519
Taok1	Taok3	ENSMUSG00000017291	ENSMUSG00000061288
Sult2a2	Sult1d1	ENSMUSG00000070811	ENSMUSG00000029273
Adam29	Adam6b	ENSMUSG00000046258	ENSMUSG00000051804
Snx33	Snx18	ENSMUSG00000032733	ENSMUSG00000042364
Carmil2	Carmil3	ENSMUSG00000050357	ENSMUSG00000022211
Tppp	Tppp3	ENSMUSG00000021573	ENSMUSG00000014846
Stk32b	Stk32a	ENSMUSG00000029123	ENSMUSG00000039954
Slc5a12	Slc5a8	ENSMUSG00000041644	ENSMUSG00000020062
Brs3	Nmbr	ENSMUSG00000031130	ENSMUSG00000019865
Cryab	Cryaa	ENSMUSG00000032060	ENSMUSG00000024041
Cyp4f40	Cyp4a29	ENSMUSG00000090700	ENSMUSG00000083138
Abcc5	Abcc4	ENSMUSG00000022822	ENSMUSG00000032849
Rundc3b	Rundc3a	ENSMUSG00000040570	ENSMUSG00000006575
Fam107b	Fam107a	ENSMUSG00000026655	ENSMUSG00000021750
Adam4	Adam20	ENSMUSG00000072972	ENSMUSG00000046282
Ephb2	Ephb1	ENSMUSG00000028664	ENSMUSG00000032537
Tiam2	Tiam1	ENSMUSG00000023800	ENSMUSG00000002489
Pde4b	Pde4a	ENSMUSG00000028525	ENSMUSG00000032177
Dpys	Dpysl2	ENSMUSG00000022304	ENSMUSG00000022048
Ank2	Ank1	ENSMUSG00000032826	ENSMUSG00000031543
Tfap2a	Tfap2e	ENSMUSG00000021359	ENSMUSG00000042477
Erlin2	Erlin1	ENSMUSG00000031483	ENSMUSG00000025198
Cyp4f18	Cyp4f17	ENSMUSG00000003484	ENSMUSG00000091586
Fabp5	Rbp7	ENSMUSG00000027533	ENSMUSG00000028996
Hpca	Vsnl1	ENSMUSG00000028785	ENSMUSG00000054459
Hs6st3	Hs6st1	ENSMUSG00000053465	ENSMUSG00000045216
Osbpl6	Osbpl7	ENSMUSG00000042359	ENSMUSG00000038534
Msx3	Msx2	ENSMUSG00000025469	ENSMUSG00000021469
Adam34l	Adam6b	ENSMUSG00000050190	ENSMUSG00000051804
Hey1	Heyl	ENSMUSG00000040289	ENSMUSG00000032744
Adam26a	Adam6b	ENSMUSG00000048516	ENSMUSG00000051804
Lrrn2	Lrrn1	ENSMUSG00000026443	ENSMUSG00000034648
Nedd4	Nedd4l	ENSMUSG00000032216	ENSMUSG00000024589
Snx6	Snx5	ENSMUSG00000005656	ENSMUSG00000027423
Magel2	Magea4	ENSMUSG00000056972	ENSMUSG00000033343
Foxi3	Foxi2	ENSMUSG00000055874	ENSMUSG00000048377
Tmem30c	Tmem30b	ENSMUSG00000022753	ENSMUSG00000034435
Rap2c	Rap2a	ENSMUSG00000050029	ENSMUSG00000051615
Stau2	Stau1	ENSMUSG00000025920	ENSMUSG00000039536
Strn3	Strn	ENSMUSG00000020954	ENSMUSG00000024077
Stat3	Stat1	ENSMUSG00000004040	ENSMUSG00000026104
Mdm2	Mdm4	ENSMUSG00000020184	ENSMUSG00000054387
Kcnk2	Kcnk10	ENSMUSG00000037624	ENSMUSG00000033854
Itgav	Itga5	ENSMUSG00000027087	ENSMUSG00000000555
Akr1b1	Akr1c18	ENSMUSG00000001642	ENSMUSG00000021214
Tcp11x2	Tcp11l2	ENSMUSG00000058252	ENSMUSG00000020034
Adam10	Adam26b	ENSMUSG00000054693	ENSMUSG00000063900
Cdh18	Cdh22	ENSMUSG00000040420	ENSMUSG00000053166
Eif5a2	Eif5a	ENSMUSG00000050192	ENSMUSG00000078812
Rc3h2	Rc3h1	ENSMUSG00000075376	ENSMUSG00000040423
Brd1	Brpf1	ENSMUSG00000022387	ENSMUSG00000001632
Usp28	Usp25	ENSMUSG00000032267	ENSMUSG00000022867
Capn2	Capn11	ENSMUSG00000026509	ENSMUSG00000058626
Entpd5	Entpd6	ENSMUSG00000021236	ENSMUSG00000033068
Capn12	Capn3	ENSMUSG00000054083	ENSMUSG00000079110
Vangl2	Vangl1	ENSMUSG00000026556	ENSMUSG00000027860
Ablim1	Dmtn	ENSMUSG00000025085	ENSMUSG00000022099
Mip	Aqp4	ENSMUSG00000025389	ENSMUSG00000024411
Radil	Rasip1	ENSMUSG00000029576	ENSMUSG00000044562
Htra4	Htra1	ENSMUSG00000037406	ENSMUSG00000006205
Cyp4f37	Cyp4a12b	ENSMUSG00000062464	ENSMUSG00000078597
Popdc2	Popdc3	ENSMUSG00000022803	ENSMUSG00000019848
Slc12a7	Slc12a6	ENSMUSG00000017756	ENSMUSG00000027130
Pprc1	Ppargc1a	ENSMUSG00000055491	ENSMUSG00000029167
Cyp4f39	Cyp4a10	ENSMUSG00000061126	ENSMUSG00000066072
G3bp2	G3bp1	ENSMUSG00000029405	ENSMUSG00000018583
Pgam2	Pgam1	ENSMUSG00000020475	ENSMUSG00000011752
Sdk2	Sdk1	ENSMUSG00000041592	ENSMUSG00000039683
Mlxip	Mlxipl	ENSMUSG00000038342	ENSMUSG00000005373
Zfp770	Scand1	ENSMUSG00000040321	ENSMUSG00000046229
Celsr2	Celsr1	ENSMUSG00000068740	ENSMUSG00000016028
Tomm40l	Tomm40	ENSMUSG00000005674	ENSMUSG00000002984
Adamdec1	Adam6a	ENSMUSG00000022057	ENSMUSG00000043945
Htr2b	Htr2c	ENSMUSG00000026228	ENSMUSG00000041380
Cux1	Cux2	ENSMUSG00000029705	ENSMUSG00000042589
Adam7	Adam21	ENSMUSG00000022056	ENSMUSG00000008438
Prune2	Bnipl	ENSMUSG00000039126	ENSMUSG00000028115
Mapk14	Mapk12	ENSMUSG00000053436	ENSMUSG00000022610
Dok1	Dok3	ENSMUSG00000068335	ENSMUSG00000035711
Fos	Batf2	ENSMUSG00000021250	ENSMUSG00000039699
Dvl3	Dvl2	ENSMUSG00000003233	ENSMUSG00000020888
Atp8b3	Atp8b1	ENSMUSG00000003341	ENSMUSG00000039529
Adam7	Adam1b	ENSMUSG00000022056	ENSMUSG00000062438
Adra2a	Adra2b	ENSMUSG00000033717	ENSMUSG00000058620
Hnrnpu	Hnrnpul2	ENSMUSG00000039630	ENSMUSG00000071659
Ptchd1	Ptchd4	ENSMUSG00000041552	ENSMUSG00000042256
Cacnb3	Cacnb4	ENSMUSG00000003352	ENSMUSG00000017412
Mme	Mmel1	ENSMUSG00000027820	ENSMUSG00000058183
Cyp4f15	Cyp4a12a	ENSMUSG00000073424	ENSMUSG00000066071
Fos	Fosl2	ENSMUSG00000021250	ENSMUSG00000029135
Rac3	Rac1	ENSMUSG00000018012	ENSMUSG00000001847
Nt5dc2	Nt5dc3	ENSMUSG00000071547	ENSMUSG00000054027
Adam3	Adam1a	ENSMUSG00000031553	ENSMUSG00000072647
Lrp3	Lrp12	ENSMUSG00000001802	ENSMUSG00000022305
Kcnj14	Kcnj2	ENSMUSG00000058743	ENSMUSG00000041695
Elapor2	Elapor1	ENSMUSG00000056004	ENSMUSG00000040412
Mageb16	Magea1	ENSMUSG00000046942	ENSMUSG00000096644
Ralgps1	Ralgps2	ENSMUSG00000038831	ENSMUSG00000026594
Slc36a3	Slc32a1	ENSMUSG00000049491	ENSMUSG00000037771
Ngef	Arhgef15	ENSMUSG00000026259	ENSMUSG00000052921
Spint1	Tfpi	ENSMUSG00000027315	ENSMUSG00000027082
Fmo3	Fmo5	ENSMUSG00000026691	ENSMUSG00000028088
Atp2a2	Atp2a1	ENSMUSG00000029467	ENSMUSG00000030730
Ntrk3	Ntrk1	ENSMUSG00000059146	ENSMUSG00000028072
Apbb2	Apbb1	ENSMUSG00000029207	ENSMUSG00000037032
Fthl17f	Ftl1-ps1	ENSMUSG00000072249	ENSMUSG00000062382
Plekho2	Plekho1	ENSMUSG00000050721	ENSMUSG00000015745
Ptpn5	Ptpn7	ENSMUSG00000030854	ENSMUSG00000031506
Hcn1	Hcn3	ENSMUSG00000021730	ENSMUSG00000028051
Dnajb1	Dnajb4	ENSMUSG00000005483	ENSMUSG00000028035
Plag1	Peg3	ENSMUSG00000003282	ENSMUSG00000002265
Mageb5	Tro	ENSMUSG00000061392	ENSMUSG00000025272
Abraxas1	Abraxas2	ENSMUSG00000035234	ENSMUSG00000030965
Myf6	Myod1	ENSMUSG00000035923	ENSMUSG00000009471
Dock1	Dock5	ENSMUSG00000058325	ENSMUSG00000044447
Slc12a4	Slc12a5	ENSMUSG00000017765	ENSMUSG00000017740
Arid3a	Arid3b	ENSMUSG00000019564	ENSMUSG00000004661
Stx7	Stx12	ENSMUSG00000019998	ENSMUSG00000028879
Plag1	Plagl1	ENSMUSG00000003282	ENSMUSG00000019817
Ttc39a	Ttc39d	ENSMUSG00000028555	ENSMUSG00000046196
Stradb	Strada	ENSMUSG00000026027	ENSMUSG00000069631
Lgals8	Lgals4	ENSMUSG00000057554	ENSMUSG00000053964
Adam1b	Adam39	ENSMUSG00000062438	ENSMUSG00000054033
Clgn	Canx	ENSMUSG00000002190	ENSMUSG00000020368
Hpcal1	Ncald	ENSMUSG00000071379	ENSMUSG00000051359
Eif4ebp3	Eif4ebp1	ENSMUSG00000090264	ENSMUSG00000031490
Ppfibp2	Ppfibp1	ENSMUSG00000036528	ENSMUSG00000016487
Adamts2	Adamts3	ENSMUSG00000036545	ENSMUSG00000043635
Sult2a1	Sult1c1	ENSMUSG00000078798	ENSMUSG00000023943
Mark1	Mark3	ENSMUSG00000026620	ENSMUSG00000007411
Abcb11	Abcb4	ENSMUSG00000027048	ENSMUSG00000042476
Cyp4f37	Cyp4a31	ENSMUSG00000062464	ENSMUSG00000028712
Id3	Id2	ENSMUSG00000007872	ENSMUSG00000020644
Gfra3	Gfra2	ENSMUSG00000024366	ENSMUSG00000022103
Mageb3	Magea8	ENSMUSG00000074881	ENSMUSG00000079350
Tll1	Tll2	ENSMUSG00000053626	ENSMUSG00000025013
Kcna2	Kcna4	ENSMUSG00000040724	ENSMUSG00000042604
Ormdl2	Ormdl1	ENSMUSG00000025353	ENSMUSG00000026097
Ralgapa1	Ralgapa2	ENSMUSG00000021027	ENSMUSG00000037110
Otof	Fer1l4	ENSMUSG00000062372	ENSMUSG00000013338
Trpv4	Trpv2	ENSMUSG00000014158	ENSMUSG00000018507
Rbfox3	Rbfox1	ENSMUSG00000025576	ENSMUSG00000008658
Zscan29	Zkscan6	ENSMUSG00000050619	ENSMUSG00000018347
Gnai1	Gnai3	ENSMUSG00000057614	ENSMUSG00000000001
Mageb3	Magea2	ENSMUSG00000074881	ENSMUSG00000055746
Fabp3	Fabp5	ENSMUSG00000028773	ENSMUSG00000027533
Adam5	Adam7	ENSMUSG00000031554	ENSMUSG00000022056
Kirrel2	Kirrel3	ENSMUSG00000036915	ENSMUSG00000032036
Sh3bgrl2	Sh3bgr	ENSMUSG00000032261	ENSMUSG00000040666
Nlgn2	Ces5a	ENSMUSG00000051790	ENSMUSG00000058019
Unc5b	Unc5a	ENSMUSG00000020099	ENSMUSG00000025876
Mpped2	Mpped1	ENSMUSG00000016386	ENSMUSG00000041708
Ppp6r1	Ppp6r2	ENSMUSG00000052296	ENSMUSG00000036561
Adam1b	Adam30	ENSMUSG00000062438	ENSMUSG00000043468
Coq8a	Coq8b	ENSMUSG00000026489	ENSMUSG00000003762
Grm2	Grm6	ENSMUSG00000023192	ENSMUSG00000000617
Rnd1	Rnd3	ENSMUSG00000054855	ENSMUSG00000017144
Hdgfl3	Hdgfl2	ENSMUSG00000025104	ENSMUSG00000002833
Capn5	Capn6	ENSMUSG00000035547	ENSMUSG00000067276
Zscan29	Zfp202	ENSMUSG00000050619	ENSMUSG00000025602
Oxct2b	Oxct1	ENSMUSG00000076438	ENSMUSG00000022186
Cyp4f15	Cyp4a12b	ENSMUSG00000073424	ENSMUSG00000078597
Aadac	Aadacl4fm4	ENSMUSG00000027761	ENSMUSG00000078505
Mfsd14a	Mfsd10	ENSMUSG00000089911	ENSMUSG00000001082
Adam32	Adam30	ENSMUSG00000037437	ENSMUSG00000043468
Lgi1	Lrg1	ENSMUSG00000067242	ENSMUSG00000037095
Aldh1l1	Aldh1l2	ENSMUSG00000030088	ENSMUSG00000020256
Sult1c1	Sult1b1	ENSMUSG00000023943	ENSMUSG00000029269
Adam1b	Adam25	ENSMUSG00000062438	ENSMUSG00000071937
Egln2	Egln3	ENSMUSG00000058709	ENSMUSG00000035105
Slc5a7	Slc5a4b	ENSMUSG00000023945	ENSMUSG00000020226
Tbc1d10c	Tbc1d10a	ENSMUSG00000040247	ENSMUSG00000034412
Magea4	Magea2	ENSMUSG00000033343	ENSMUSG00000055746
Csnk1g1	Csnk1g3	ENSMUSG00000032384	ENSMUSG00000073563
Syncrip	Hnrnpr	ENSMUSG00000032423	ENSMUSG00000066037
Tsc22d1	Tsc22d3	ENSMUSG00000022010	ENSMUSG00000031431
Celf4	Celf5	ENSMUSG00000024268	ENSMUSG00000034818
Kif5a	Kif5c	ENSMUSG00000074657	ENSMUSG00000026764
Cadps	Cadps2	ENSMUSG00000054423	ENSMUSG00000017978
Nxf7	Nxf1	ENSMUSG00000031410	ENSMUSG00000010097
Tle3	Tle1	ENSMUSG00000032280	ENSMUSG00000008305
Sgcz	Sgcd	ENSMUSG00000039539	ENSMUSG00000020354
Fthl17e	Ftl1-ps1	ENSMUSG00000071815	ENSMUSG00000062382
Chrna10	Chrna9	ENSMUSG00000066279	ENSMUSG00000029205
Cabp1	Cabp2	ENSMUSG00000029544	ENSMUSG00000024857
Tmed11	Tmed9	ENSMUSG00000004821	ENSMUSG00000058569
Adamts6	Adamts10	ENSMUSG00000046169	ENSMUSG00000024299
Mogat1	Dgat2	ENSMUSG00000012187	ENSMUSG00000030747
Lmnb1	Lmna	ENSMUSG00000024590	ENSMUSG00000028063
Igf1	Ins1	ENSMUSG00000020053	ENSMUSG00000035804
Omd	Prelp	ENSMUSG00000048368	ENSMUSG00000041577
Magel2	Mageb5b	ENSMUSG00000056972	ENSMUSG00000064129
Atp8b5	Atp8b2	ENSMUSG00000028457	ENSMUSG00000060671
Sox15	Sox2	ENSMUSG00000041287	ENSMUSG00000074637
P2rx4	P2rx2	ENSMUSG00000029470	ENSMUSG00000029503
Bdnf	Ntf5	ENSMUSG00000048482	ENSMUSG00000074121
Sult3a2	Sult2a8	ENSMUSG00000090298	ENSMUSG00000030378
Abcc12	Abcc5	ENSMUSG00000036872	ENSMUSG00000022822
Spopl	Tdpoz9-ps1	ENSMUSG00000026771	ENSMUSG00000095822
Lgi2	Lrrc26	ENSMUSG00000039252	ENSMUSG00000026961
St18	Myt1	ENSMUSG00000033740	ENSMUSG00000010505
Lcp1	Pls1	ENSMUSG00000021998	ENSMUSG00000049493
Ss18	Ss18l1	ENSMUSG00000037013	ENSMUSG00000039086
Hdac4	Hdac7	ENSMUSG00000026313	ENSMUSG00000022475
Cdkn2aip	Cdkn2aipnl	ENSMUSG00000038069	ENSMUSG00000020392
Cyp4f15	Cyp4x1	ENSMUSG00000073424	ENSMUSG00000047155
Car3	Car11	ENSMUSG00000027559	ENSMUSG00000003273
Nradd	Ngfr	ENSMUSG00000032491	ENSMUSG00000000120
Ssh1	Ssh3	ENSMUSG00000042121	ENSMUSG00000034616
Chl1	L1cam	ENSMUSG00000030077	ENSMUSG00000031391
Vkorc1l1	Vkorc1	ENSMUSG00000066735	ENSMUSG00000096145
Mapre2	Mapre3	ENSMUSG00000024277	ENSMUSG00000029166
Hoxc10	Hoxa9	ENSMUSG00000022484	ENSMUSG00000038227
Plcl2	Plcl1	ENSMUSG00000038910	ENSMUSG00000038349
Adam5	Adam20	ENSMUSG00000031554	ENSMUSG00000046282
Hcn3	Kcnh8	ENSMUSG00000028051	ENSMUSG00000035580
Ascl2	Ascl1	ENSMUSG00000009248	ENSMUSG00000020052
Adra1d	Adra1b	ENSMUSG00000027335	ENSMUSG00000050541
Ttc7	Ttc7b	ENSMUSG00000036918	ENSMUSG00000033530
Adam24	Adam6b	ENSMUSG00000046723	ENSMUSG00000051804
Cdh10	Cdh5	ENSMUSG00000022321	ENSMUSG00000031871
Ngef	Arhgef26	ENSMUSG00000026259	ENSMUSG00000036885
Wdr72	Wdr7	ENSMUSG00000044976	ENSMUSG00000040560
Arhgdig	Arhgdib	ENSMUSG00000073433	ENSMUSG00000030220
Sdc4	Sdc1	ENSMUSG00000017009	ENSMUSG00000020592
Psd2	Psd3	ENSMUSG00000024347	ENSMUSG00000030465
Ap2a1	Ap2a2	ENSMUSG00000060279	ENSMUSG00000002957
Nlgn2	Ces2c	ENSMUSG00000051790	ENSMUSG00000061825
Septin9	Septin3	ENSMUSG00000059248	ENSMUSG00000022456
Vwa5b2	Vwa5b1	ENSMUSG00000046613	ENSMUSG00000028753
Caln1	Cabp7	ENSMUSG00000060371	ENSMUSG00000009075
Hagh	Pnkd	ENSMUSG00000024158	ENSMUSG00000026179
Cnbp	Zcchc13	ENSMUSG00000030057	ENSMUSG00000031330
Pde4d	Pde4c	ENSMUSG00000021699	ENSMUSG00000031842
Vps13c	Vps13a	ENSMUSG00000035284	ENSMUSG00000046230
Cyp4f13	Cyp4a29	ENSMUSG00000024055	ENSMUSG00000083138
Adipor1	Adipor2	ENSMUSG00000026457	ENSMUSG00000030168
Sptb	Sptbn2	ENSMUSG00000021061	ENSMUSG00000067889
Trim36	Trim46	ENSMUSG00000033949	ENSMUSG00000042766
Slc2a7	Slc2a4	ENSMUSG00000062064	ENSMUSG00000018566
Ascl2	Ascl3	ENSMUSG00000009248	ENSMUSG00000035951
Fer	Fes	ENSMUSG00000000127	ENSMUSG00000053158
Kif19b	Kif19a	ENSMUSG00000106350	ENSMUSG00000010021
Pak4	Pak5	ENSMUSG00000030602	ENSMUSG00000039913
Capn11	Capn3	ENSMUSG00000058626	ENSMUSG00000079110
Bace1	Bace2	ENSMUSG00000032086	ENSMUSG00000040605
Omd	Kera	ENSMUSG00000048368	ENSMUSG00000019932
Itga1	Itga10	ENSMUSG00000042284	ENSMUSG00000090210
Col2a1	Col1a1	ENSMUSG00000022483	ENSMUSG00000001506
Hyal6	Hyal2	ENSMUSG00000029679	ENSMUSG00000010047
Gpr37	Gpr37l1	ENSMUSG00000039904	ENSMUSG00000026424
Setd1b	Setd1a	ENSMUSG00000038384	ENSMUSG00000042308
Pfkfb4	Pfkfb2	ENSMUSG00000025648	ENSMUSG00000026409
Car7	Car2	ENSMUSG00000031883	ENSMUSG00000027562
F12	F7	ENSMUSG00000021492	ENSMUSG00000031443
Slc2a4	Slc2a2	ENSMUSG00000018566	ENSMUSG00000027690
Spats2	Spats2l	ENSMUSG00000051934	ENSMUSG00000038305
Prss22	Tmprss11c	ENSMUSG00000045027	ENSMUSG00000061184
Fabp3	Fabp7	ENSMUSG00000028773	ENSMUSG00000019874
Osbpl3	Osbpl7	ENSMUSG00000029822	ENSMUSG00000038534
Kcnj6	Kcnj9	ENSMUSG00000043301	ENSMUSG00000038026
Atp11b	Atp11a	ENSMUSG00000037400	ENSMUSG00000031441
Dapk2	Dapk3	ENSMUSG00000032380	ENSMUSG00000034974
Btk	Itk	ENSMUSG00000031264	ENSMUSG00000020395
Tlcd3a	Tlcd3b	ENSMUSG00000069808	ENSMUSG00000058966
Hnrnpm	Myef2	ENSMUSG00000059208	ENSMUSG00000027201
Celf3	Celf4	ENSMUSG00000028137	ENSMUSG00000024268
Rbpms2	Rbpms	ENSMUSG00000032387	ENSMUSG00000031586
Dpf2	Dpf3	ENSMUSG00000024826	ENSMUSG00000021221
Rbp1	Rbp7	ENSMUSG00000046402	ENSMUSG00000028996
Adam1b	Adam10	ENSMUSG00000062438	ENSMUSG00000054693
Sar1b	Sar1a	ENSMUSG00000020386	ENSMUSG00000020088
Pkn2	Pkn1	ENSMUSG00000004591	ENSMUSG00000057672
Vsnl1	1700109H08Rik	ENSMUSG00000054459	ENSMUSG00000008307
Slc22a13b	Slc22a22	ENSMUSG00000092212	ENSMUSG00000022366
Spopl	Tdpoz7	ENSMUSG00000026771	ENSMUSG00000095251
R3hdm2	Arpp21	ENSMUSG00000025404	ENSMUSG00000032503
Atoh1	Atoh7	ENSMUSG00000073043	ENSMUSG00000036816
Sema6d	Sema6a	ENSMUSG00000027200	ENSMUSG00000019647
Fosb	Fos	ENSMUSG00000003545	ENSMUSG00000021250
Myt1l	St18	ENSMUSG00000061911	ENSMUSG00000033740
Btf3l4	Btf3	ENSMUSG00000028568	ENSMUSG00000021660
Fam43b	Fam43a	ENSMUSG00000078235	ENSMUSG00000046546
Adra2b	Adra2c	ENSMUSG00000058620	ENSMUSG00000045318
Tns2	Tns4	ENSMUSG00000037003	ENSMUSG00000017607
Tomm20	Tomm20l	ENSMUSG00000093904	ENSMUSG00000021078
Klf14	Klf17	ENSMUSG00000073209	ENSMUSG00000048626
Tcf20	Rai1	ENSMUSG00000041852	ENSMUSG00000062115
Nap1l4	Tspyl4	ENSMUSG00000059119	ENSMUSG00000039485
Zdhhc14	Zdhhc18	ENSMUSG00000034265	ENSMUSG00000037553
Vldlr	Ldlr	ENSMUSG00000024924	ENSMUSG00000032193
Thsd4	Adamtsl4	ENSMUSG00000032289	ENSMUSG00000015850
Hoxd4	Hoxa4	ENSMUSG00000101174	ENSMUSG00000000942
Dgat2	Dgat2l6	ENSMUSG00000030747	ENSMUSG00000067597
Thap3	Thap2	ENSMUSG00000039759	ENSMUSG00000020137
Slc4a2	Slc4a3	ENSMUSG00000028962	ENSMUSG00000006576
Cct6b	Cct6a	ENSMUSG00000020698	ENSMUSG00000029447
B3galt2	B3gnt6	ENSMUSG00000033849	ENSMUSG00000074004
Ephb4	Ephb3	ENSMUSG00000029710	ENSMUSG00000005958
Spopl	Gm5773	ENSMUSG00000026771	ENSMUSG00000068879
Plekha5	Plekha7	ENSMUSG00000030231	ENSMUSG00000045659
Tmem38a	Tmem38b	ENSMUSG00000031791	ENSMUSG00000028420
Myl1	Myl4	ENSMUSG00000061816	ENSMUSG00000061086
Adam18	Adam4	ENSMUSG00000031552	ENSMUSG00000072972
Tmed5	Tmed1	ENSMUSG00000063406	ENSMUSG00000032180
Itk	Txk	ENSMUSG00000020395	ENSMUSG00000054892
Sis	Mgam	ENSMUSG00000027790	ENSMUSG00000068587
Snx20	Snx21	ENSMUSG00000031662	ENSMUSG00000050373
Mageb2	Magea2	ENSMUSG00000073069	ENSMUSG00000055746
Maged2	Magea13	ENSMUSG00000025268	ENSMUSG00000046180
Itgb7	Itgb1	ENSMUSG00000001281	ENSMUSG00000025809
Ccnjl	Ccnj	ENSMUSG00000044707	ENSMUSG00000025010
Bzw1	Bzw2	ENSMUSG00000051223	ENSMUSG00000020547
Ccnd2	Ccnd1	ENSMUSG00000000184	ENSMUSG00000070348
Srms	Lyn	ENSMUSG00000027579	ENSMUSG00000042228
Gabra3	Gabra2	ENSMUSG00000031343	ENSMUSG00000000560
Cers4	Cers3	ENSMUSG00000008206	ENSMUSG00000030510
4930596D02Rik	Rgl2	ENSMUSG00000041068	ENSMUSG00000041354
Unc13a	Unc13c	ENSMUSG00000034799	ENSMUSG00000062151
Dynll1	Dynll2	ENSMUSG00000009013	ENSMUSG00000020483
Adam1a	Adam34	ENSMUSG00000072647	ENSMUSG00000079058
Nceh1	Aadacl4fm2	ENSMUSG00000027698	ENSMUSG00000078506
Gla	Naga	ENSMUSG00000031266	ENSMUSG00000022453
Arhgap24	Arhgap22	ENSMUSG00000057315	ENSMUSG00000063506
Kcna7	Kcna3	ENSMUSG00000038201	ENSMUSG00000047959
Hs3st3a1	Hs3st2	ENSMUSG00000047759	ENSMUSG00000046321
Txlnb	Txlna	ENSMUSG00000039891	ENSMUSG00000053841
Clvs1	Clvs2	ENSMUSG00000041216	ENSMUSG00000019785
Mitf	Tfeb	ENSMUSG00000035158	ENSMUSG00000023990
Chrna4	Chrna2	ENSMUSG00000027577	ENSMUSG00000022041
Tbc1d8b	Tbc1d8	ENSMUSG00000042473	ENSMUSG00000003134
Acsl4	Acsl3	ENSMUSG00000031278	ENSMUSG00000032883
Magea10	Magea6	ENSMUSG00000043453	ENSMUSG00000063728
Serbp1	Habp4	ENSMUSG00000036371	ENSMUSG00000021476
Ksr2	Ksr1	ENSMUSG00000061578	ENSMUSG00000018334
Adam26b	Adam6b	ENSMUSG00000063900	ENSMUSG00000051804
Hyal5	Hyal1	ENSMUSG00000029678	ENSMUSG00000010051
Apbb3	Apbb1	ENSMUSG00000117679	ENSMUSG00000037032
Hoxa3	Hoxd3	ENSMUSG00000079560	ENSMUSG00000079277
Pkn3	Pkn2	ENSMUSG00000026785	ENSMUSG00000004591
Aqp1	Aqp4	ENSMUSG00000004655	ENSMUSG00000024411
Npm2	Npm3	ENSMUSG00000047911	ENSMUSG00000056209
Adam26b	Adam30	ENSMUSG00000063900	ENSMUSG00000043468
Epha2	Ephb1	ENSMUSG00000006445	ENSMUSG00000032537
Kl	Klb	ENSMUSG00000058488	ENSMUSG00000029195
Gramd1b	Gramd1c	ENSMUSG00000040111	ENSMUSG00000036292
Kctd17	Kctd5	ENSMUSG00000033287	ENSMUSG00000016946
Mageb3	Magea10	ENSMUSG00000074881	ENSMUSG00000043453
Itgb1bp2	Chordc1	ENSMUSG00000031312	ENSMUSG00000001774
Rnf125	Rnf166	ENSMUSG00000033107	ENSMUSG00000014470
Slc5a12	Gm5134	ENSMUSG00000041644	ENSMUSG00000033255
Trp53inp2	Trp53inp1	ENSMUSG00000038375	ENSMUSG00000028211
Phc3	Phc2	ENSMUSG00000037652	ENSMUSG00000028796
Sel1l2	Sel1l	ENSMUSG00000074764	ENSMUSG00000020964
Gpc1	Gpc4	ENSMUSG00000034220	ENSMUSG00000031119
Hcn2	Hcn1	ENSMUSG00000020331	ENSMUSG00000021730
Tppp	Tppp2	ENSMUSG00000021573	ENSMUSG00000008813
Itga3	Itga6	ENSMUSG00000001507	ENSMUSG00000027111
Adam3	Adam24	ENSMUSG00000031553	ENSMUSG00000046723
Hoxb4	Hoxc4	ENSMUSG00000038692	ENSMUSG00000075394
Adam7	Adam1a	ENSMUSG00000022056	ENSMUSG00000072647
Tmem63c	Tmem63b	ENSMUSG00000034145	ENSMUSG00000036026
Ormdl3	Ormdl2	ENSMUSG00000038150	ENSMUSG00000025353
Npffr1	Npffr2	ENSMUSG00000020090	ENSMUSG00000035528
Zdhhc15	Zdhhc20	ENSMUSG00000033906	ENSMUSG00000021969
Oprl1	Oprm1	ENSMUSG00000027584	ENSMUSG00000000766
Glyat	Glyatl3	ENSMUSG00000063683	ENSMUSG00000091043
Magea10	Magea2	ENSMUSG00000043453	ENSMUSG00000055746
Bcl3	Nfkbie	ENSMUSG00000053175	ENSMUSG00000023947
Sorcs2	Sorcs3	ENSMUSG00000029093	ENSMUSG00000063434
Nlgn3	Ces1d	ENSMUSG00000031302	ENSMUSG00000056973
Spag1	Tomm34	ENSMUSG00000037617	ENSMUSG00000018322
Adam18	Adam26b	ENSMUSG00000031552	ENSMUSG00000063900
Cyp4f40	Cyp4b1	ENSMUSG00000090700	ENSMUSG00000028713
