Ohno1	Ohno2	Symbol1	Symbol2
LOC110085660	LOC110078353	LOC110085660	LOC110078353
SPIRE2	LOC110078899	SPIRE2	LOC110078899
SLC38A4	SLC38A3	SLC38A4	SLC38A3
SNX31	SNX17	SNX31	SNX17
VPS37C	VPS37B	VPS37C	VPS37B
FAM53A	FAM53C	FAM53A	FAM53C
RIMBP2	LOC110090108	RIMBP2	LOC110090108
APBA2	APBA1	APBA2	APBA1
IFRD2	IFRD1	IFRD2	IFRD1
STAC3	STAC2	STAC3	STAC2
RAF1	ARAF	RAF1	ARAF
NECTIN1	NECTIN3	NECTIN1	NECTIN3
PATL1	PATL2	PATL1	PATL2
RUNDC3A	RUNDC3B	RUNDC3A	RUNDC3B
HCN2	HCN1	HCN2	HCN1
CDC25B	CDC25C	CDC25B	CDC25C
ZDHHC15	ZDHHC20	ZDHHC15	ZDHHC20
LOC110085660	LOC110078303	LOC110085660	LOC110078303
PDE4C	PDE4B	PDE4C	PDE4B
GAREM2	GAREM1	GAREM2	GAREM1
G6PC3	G6PC2	G6PC3	G6PC2
AXIN2	LOC110089119	AXIN2	LOC110089119
VAV3	VAV1	VAV3	VAV1
ST3GAL3	ST3GAL2	ST3GAL3	ST3GAL2
FSCN1	FSCN2	FSCN1	FSCN2
ITGA10	ITGA2	ITGA10	ITGA2
PLEKHO1	PLEKHO2	PLEKHO1	PLEKHO2
OAZ2	OAZ3	OAZ2	OAZ3
MAST3	MAST4	MAST3	MAST4
MAP3K10	MAP3K9	MAP3K10	MAP3K9
MYL1	LOC110082051	MYL1	LOC110082051
CAPRIN2	CAPRIN1	CAPRIN2	CAPRIN1
LYSMD4	LYSMD3	LYSMD4	LYSMD3
LOC110086718	BPIFC	LOC110086718	BPIFC
MAPK1	MAPK3	MAPK1	MAPK3
LOC110083471	HNF4A	LOC110083471	HNF4A
RASAL1	RASA4B	RASAL1	RASA4B
LOC110087663	LOC110085647	LOC110087663	LOC110085647
WDR62	MAPKBP1	WDR62	MAPKBP1
MIA3	LOC110086356	MIA3	LOC110086356
OPRM1	SSTR1	OPRM1	SSTR1
ST3GAL2	LOC110073366	ST3GAL2	LOC110073366
FAM20A	FAM20C	FAM20A	FAM20C
PDZD3	PDZK1	PDZD3	PDZK1
SLC26A9	SLC26A5	SLC26A9	SLC26A5
TSPAN5	TSPAN14	TSPAN5	TSPAN14
EGR1	EGR3	EGR1	EGR3
KCNJ6	LOC110079128	KCNJ6	LOC110079128
FAM20C	LOC110075916	FAM20C	LOC110075916
AQP1	LOC110074385	AQP1	LOC110074385
TET2	TET3	TET2	TET3
SCAMP2	SCAMP1	SCAMP2	SCAMP1
NECTIN1	NECTIN2	NECTIN1	NECTIN2
SALL4	SALL1	SALL4	SALL1
RFX1	RFX3	RFX1	RFX3
MEIS3	MEIS1	MEIS3	MEIS1
PHF20L1	PHF20	PHF20L1	PHF20
FAM177A1	FAM177B	FAM177A1	FAM177B
LOC110078543	PITPNB	LOC110078543	PITPNB
CRY1	CRY2	CRY1	CRY2
DAPK2	DAPK3	DAPK2	DAPK3
SPNS1	SPNS3	SPNS1	SPNS3
PNCK	CAMK1	PNCK	CAMK1
GRAMD2	GRAMD3	GRAMD2	GRAMD3
CORO6	CORO1C	CORO6	CORO1C
GIT2	GIT1	GIT2	GIT1
NOS2	NOS3	NOS2	NOS3
RSBN1L	RSBN1	RSBN1L	RSBN1
USP35	USP38	USP35	USP38
RAB26	RAB37	RAB26	RAB37
B4GALT1	B4GALT2	B4GALT1	B4GALT2
LOC110085659	LOC110084975	LOC110085659	LOC110084975
ATN1	RERE	ATN1	RERE
KRT8	LOC110085094	KRT8	LOC110085094
SSTR2	SSTR3	SSTR2	SSTR3
RSPO4	RSPO1	RSPO4	RSPO1
PLCG2	PLCG1	PLCG2	PLCG1
RBM15B	RBM15	RBM15B	RBM15
SHC2	SHC1	SHC2	SHC1
RAD23A	RAD23B	RAD23A	RAD23B
TBXA2R	PTGER1	TBXA2R	PTGER1
CC2D1A	CC2D1B	CC2D1A	CC2D1B
TOX4	TOX	TOX4	TOX
PLXNB3	PLXNB1	PLXNB3	PLXNB1
RASGEF1B	RASGEF1C	RASGEF1B	RASGEF1C
HMGB2	HMGB3	HMGB2	HMGB3
GAS2L1	LOC110084526	GAS2L1	LOC110084526
SOX17	SOX18	SOX17	SOX18
ARRB2	ARR3	ARRB2	ARR3
LIN7C	LIN7A	LIN7C	LIN7A
FAM78A	FAM78B	FAM78A	FAM78B
PRKD3	PRKD1	PRKD3	PRKD1
SEMA5B	SEMA5A	SEMA5B	SEMA5A
STRN	STRN4	STRN	STRN4
PKN3	PKN2	PKN3	PKN2
LOC110082099	PCDH18	LOC110082099	PCDH18
LETM1	LETM2	LETM1	LETM2
RPE65	BCO2	RPE65	BCO2
DUSP9	DUSP6	DUSP9	DUSP6
LOC110071965	BTD	LOC110071965	BTD
SLC30A2	SLC30A3	SLC30A2	SLC30A3
LRIG1	LRIG2	LRIG1	LRIG2
VASH2	VASH1	VASH2	VASH1
CHD6	CHD8	CHD6	CHD8
DPP6	DPP10	DPP6	DPP10
ADD1	ADD3	ADD1	ADD3
LOC110086469	TPPP	LOC110086469	TPPP
OXR1	NCOA7	OXR1	NCOA7
CORO1A	CORO1B	CORO1A	CORO1B
RAB27B	RAB27A	RAB27B	RAB27A
ISG20L2	LOC110072933	ISG20L2	LOC110072933
BPIFC	PLTP	BPIFC	PLTP
PIWIL4	PIWIL1	PIWIL4	PIWIL1
CARD14	CARD10	CARD14	CARD10
FLT4	FLT1	FLT4	FLT1
LOC110077864	CAND1	LOC110077864	CAND1
LOC110079007	PLA2G4A	LOC110079007	PLA2G4A
SETD1A	SETD1B	SETD1A	SETD1B
CUL4A	CUL4B	CUL4A	CUL4B
NCALD	HPCAL1	NCALD	HPCAL1
CAPN3	CAPN11	CAPN3	CAPN11
TBR1	TBX21	TBR1	TBX21
COL24A1	COL27A1	COL24A1	COL27A1
CNGA2	CNGA4	CNGA2	CNGA4
SDC4	SDC1	SDC4	SDC1
GPATCH8	ZNF804B	GPATCH8	ZNF804B
FRS3	FRS2	FRS3	FRS2
CASKIN1	CASKIN2	CASKIN1	CASKIN2
HOXC4	HOXB4	HOXC4	HOXB4
GUCY1A3	GUCY1A2	GUCY1A3	GUCY1A2
CACNA1A	CACNA1B	CACNA1A	CACNA1B
TP73	TP63	TP73	TP63
ANKRD44	ANKRD28	ANKRD44	ANKRD28
CLHC1	CLTC	CLHC1	CLTC
ADORA2A	ADORA2B	ADORA2A	ADORA2B
PRSS35	PRSS23	PRSS35	PRSS23
LZTS1	LZTS3	LZTS1	LZTS3
EPHB1	EPHB4	EPHB1	EPHB4
GRB14	GRB10	GRB14	GRB10
SYTL4	SYTL5	SYTL4	SYTL5
TCP11L2	TCP11L1	TCP11L2	TCP11L1
VDAC3	VDAC1	VDAC3	VDAC1
PDLIM5	LDB3	PDLIM5	LDB3
STK38	STK38L	STK38	STK38L
THRA	THRB	THRA	THRB
SLK	STK10	SLK	STK10
NEUROD2	NEUROD6	NEUROD2	NEUROD6
ZNF541	TRERF1	ZNF541	TRERF1
SAG	ARRB1	SAG	ARRB1
ETNPPL	PHYKPL	ETNPPL	PHYKPL
LOC110089340	SLC18A2	LOC110089340	SLC18A2
LOC110087653	LOC110085647	LOC110087653	LOC110085647
CASS4	BCAR1	CASS4	BCAR1
SIPA1L2	SIPA1L1	SIPA1L2	SIPA1L1
SIX2	SIX1	SIX2	SIX1
NDE1	NDEL1	NDE1	NDEL1
ANKRD13B	ANKRD13A	ANKRD13B	ANKRD13A
LOC110084975	LOC110078343	LOC110084975	LOC110078343
RASGRP3	RASGRP1	RASGRP3	RASGRP1
TFCP2L1	UBP1	TFCP2L1	UBP1
CNNM4	CNNM1	CNNM4	CNNM1
KIF5B	KIF5C	KIF5B	KIF5C
CAPN12	CAPN8	CAPN12	CAPN8
ATP11B	ATP11C	ATP11B	ATP11C
OTUD7A	OTUD7B	OTUD7A	OTUD7B
LOC110085047	HEXDC	LOC110085047	HEXDC
CACNA1C	CACNA1D	CACNA1C	CACNA1D
GCNT1	GCNT3	GCNT1	GCNT3
LONRF2	LOC110080775	LONRF2	LOC110080775
USP16	USP45	USP16	USP45
TOMM40	TOMM40L	TOMM40	TOMM40L
ACP2	ACPT	ACP2	ACPT
MAPKAPK5	MAPKAPK3	MAPKAPK5	MAPKAPK3
PRDX1	PRDX2	PRDX1	PRDX2
LOC110080238	RP1L1	LOC110080238	RP1L1
ATP7B	ATP7A	ATP7B	ATP7A
NDFIP1	NDFIP2	NDFIP1	NDFIP2
PTP4A2	PTP4A1	PTP4A2	PTP4A1
PRRC2B	PRRC2A	PRRC2B	PRRC2A
ATL2	ATL3	ATL2	ATL3
GDI1	GDI2	GDI1	GDI2
SEMA6B	SEMA6D	SEMA6B	SEMA6D
CLIC6	CLIC4	CLIC6	CLIC4
HNRNPA0	HNRNPA3	HNRNPA0	HNRNPA3
ANKS1A	ANKS1B	ANKS1A	ANKS1B
DSP	MACF1	DSP	MACF1
ARID3A	ARID3B	ARID3A	ARID3B
CREB3L3	CREB3L4	CREB3L3	CREB3L4
LPIN3	LPIN1	LPIN3	LPIN1
FGFR2	FGFR1	FGFR2	FGFR1
PAK1	PAK3	PAK1	PAK3
AFF4	AFF2	AFF4	AFF2
LOC110074831	LOC110082051	LOC110074831	LOC110082051
RPH3A	DOC2B	RPH3A	DOC2B
EZH1	EZH2	EZH1	EZH2
SV2B	SV2A	SV2B	SV2A
RSPO2	RSPO1	RSPO2	RSPO1
LOC110085301	LOC110074451	LOC110085301	LOC110074451
EFHD1	EFHD2	EFHD1	EFHD2
PAFAH1B2	PAFAH1B3	PAFAH1B2	PAFAH1B3
LOC110072571	SLC1A1	LOC110072571	SLC1A1
NGEF	ARHGEF16	NGEF	ARHGEF16
OTX2	LOC110088518	OTX2	LOC110088518
INHBA	INHBE	INHBA	INHBE
VILL	SCIN	VILL	SCIN
SNX2	SNX1	SNX2	SNX1
RUNX3	RUNX1	RUNX3	RUNX1
ATP6V0A1	ATP6V0A4	ATP6V0A1	ATP6V0A4
PRRX1	LOC110079613	PRRX1	LOC110079613
TMEM184B	TMEM184A	TMEM184B	TMEM184A
ICK	MAK	ICK	MAK
SPTBN4	SPTBN1	SPTBN4	SPTBN1
PCNX2	PCNX1	PCNX2	PCNX1
WNT7A	WNT7B	WNT7A	WNT7B
LOC110072141	NPY1R	LOC110072141	NPY1R
RNFT1	RNFT2	RNFT1	RNFT2
PTBP3	PTBP1	PTBP3	PTBP1
ENOX2	ENOX1	ENOX2	ENOX1
ITGB8	ITGB6	ITGB8	ITGB6
RAP1GAP	LOC110091475	RAP1GAP	LOC110091475
PLIN1	PLIN2	PLIN1	PLIN2
PHLDB2	PHLDB1	PHLDB2	PHLDB1
MTA1	MTA2	MTA1	MTA2
NEBL	LASP1	NEBL	LASP1
VSX1	VSX2	VSX1	VSX2
PCSK4	LOC110084442	PCSK4	LOC110084442
ADAM19	LOC110086601	ADAM19	LOC110086601
SDK1	SDK2	SDK1	SDK2
FAM20A	LOC110075916	FAM20A	LOC110075916
ADAM19	ADAM12	ADAM19	ADAM12
ARHGAP33	ARHGAP30	ARHGAP33	ARHGAP30
SLC25A13	SLC25A12	SLC25A13	SLC25A12
FAM43B	FAM43A	FAM43B	FAM43A
IKZF1	IKZF2	IKZF1	IKZF2
RARG	RARA	RARG	RARA
PCDH8	PCDH18	PCDH8	PCDH18
NMUR1	NTSR1	NMUR1	NTSR1
ST7L	ST7	ST7L	ST7
PDE4C	PDE4A	PDE4C	PDE4A
MSTN	GDF11	MSTN	GDF11
BACH2	BACH1	BACH2	BACH1
PARD6B	PARD6A	PARD6B	PARD6A
PDK1	PDK2	PDK1	PDK2
ABHD17C	ABHD17B	ABHD17C	ABHD17B
TMEM9B	TMEM9	TMEM9B	TMEM9
MARK2	MARK3	MARK2	MARK3
SYDE1	SYDE2	SYDE1	SYDE2
ACTN1	ACTN4	ACTN1	ACTN4
RCOR1	RCOR3	RCOR1	RCOR3
SH3PXD2B	SH3PXD2A	SH3PXD2B	SH3PXD2A
PHACTR2	PHACTR4	PHACTR2	PHACTR4
EML2	EML4	EML2	EML4
CD9	CD81	CD9	CD81
PLCB1	PLCB3	PLCB1	PLCB3
TSPAN5	TSPAN17	TSPAN5	TSPAN17
SYNGR3	SYNGR4	SYNGR3	SYNGR4
SH2B1	SH2B2	SH2B1	SH2B2
IGF1	IGF2	IGF1	IGF2
STXBP5L	STXBP5	STXBP5L	STXBP5
SLC7A1	SLC7A3	SLC7A1	SLC7A3
ATG16L2	ATG16L1	ATG16L2	ATG16L1
BCAT1	BCAT2	BCAT1	BCAT2
RFX3	RFX6	RFX3	RFX6
VIL1	VILL	VIL1	VILL
DYSF	MYOF	DYSF	MYOF
ARHGAP29	ARHGAP45	ARHGAP29	ARHGAP45
TEKT5	TEKT3	TEKT5	TEKT3
CLOCK	NPAS2	CLOCK	NPAS2
ITGB7	ITGB8	ITGB7	ITGB8
LOC110085030	LOC110075060	LOC110085030	LOC110075060
P2RX1	P2RX2	P2RX1	P2RX2
LOC110076957	ATP12A	LOC110076957	ATP12A
LOC110086601	ADAM12	LOC110086601	ADAM12
YPEL2	YPEL4	YPEL2	YPEL4
TFEC	TFEB	TFEC	TFEB
HNRNPA2B1	HNRNPA3	HNRNPA2B1	HNRNPA3
TAGLN3	TAGLN	TAGLN3	TAGLN
PARD6G	PARD6A	PARD6G	PARD6A
NFIC	NFIA	NFIC	NFIA
PRKAG3	PRKAG2	PRKAG3	PRKAG2
HPCAL4	HPCAL1	HPCAL4	HPCAL1
EHBP1L1	EHBP1	EHBP1L1	EHBP1
LOC110085485	DPEP1	LOC110085485	DPEP1
CNTFR	GHR	CNTFR	GHR
PLPP2	PLPP3	PLPP2	PLPP3
NMUR1	NMUR2	NMUR1	NMUR2
LOC110087630	LOC110071417	LOC110087630	LOC110071417
CRACR2B	RAB44	CRACR2B	RAB44
TACC3	TACC1	TACC3	TACC1
CORO1C	CORO1B	CORO1C	CORO1B
ITGA5	ITGA2B	ITGA5	ITGA2B
MAT1A	MAT2A	MAT1A	MAT2A
AATK	LMTK2	AATK	LMTK2
HNRNPUL2	HNRNPUL1	HNRNPUL2	HNRNPUL1
SOCS2	CISH	SOCS2	CISH
R3HCC1L	R3HCC1	R3HCC1L	R3HCC1
LOC110087651	LOC110071417	LOC110087651	LOC110071417
CD36	SCARB2	CD36	SCARB2
SLC4A5	SLC4A7	SLC4A5	SLC4A7
GPX7	GPX8	GPX7	GPX8
TBC1D22A	TBC1D22B	TBC1D22A	TBC1D22B
CORO1A	CORO6	CORO1A	CORO6
AGR3	TXNDC12	AGR3	TXNDC12
ZC3H7B	ZC3H7A	ZC3H7B	ZC3H7A
NAA16	NAA15	NAA16	NAA15
AVPR1B	AVPR2	AVPR1B	AVPR2
DLG4	DLG3	DLG4	DLG3
WWP2	ITCH	WWP2	ITCH
PIP5K1C	PIP5K1B	PIP5K1C	PIP5K1B
SNTG2	SNTG1	SNTG2	SNTG1
FAM57A	FAM57B	FAM57A	FAM57B
DOCK11	DOCK9	DOCK11	DOCK9
CUNH5orf15	TGOLN2	CUNH5orf15	TGOLN2
AGBL1	AGTPBP1	AGBL1	AGTPBP1
PPM1H	PPM1J	PPM1H	PPM1J
TOGARAM2	TOGARAM1	TOGARAM2	TOGARAM1
POGZ	ZNF280D	POGZ	ZNF280D
TMEM216	TMEM80	TMEM216	TMEM80
SEZ6L	SEZ6	SEZ6L	SEZ6
LOC110082082	PCDH18	LOC110082082	PCDH18
KPNA4	KPNA3	KPNA4	KPNA3
REEP2	REEP1	REEP2	REEP1
TIMP4	TIMP1	TIMP4	TIMP1
ZDHHC8	ZDHHC5	ZDHHC8	ZDHHC5
CARD11	CARD10	CARD11	CARD10
TPD52L1	TPD52	TPD52L1	TPD52
ERBB4	ERBB2	ERBB4	ERBB2
CABLES1	CABLES2	CABLES1	CABLES2
HAND1	HAND2	HAND1	HAND2
CTBP1	CTBP2	CTBP1	CTBP2
LZTS3	LZTS2	LZTS3	LZTS2
VPS4A	VPS4B	VPS4A	VPS4B
HOMEZ	ZHX2	HOMEZ	ZHX2
KCNH3	KCNH4	KCNH3	KCNH4
COL1A2	COL2A1	COL1A2	COL2A1
GRM4	GRM6	GRM4	GRM6
HCN1	HCN4	HCN1	HCN4
LOC110084065	HYAL2	LOC110084065	HYAL2
PNLDC1	PARN	PNLDC1	PARN
RAB4A	RAB4B	RAB4A	RAB4B
LOC110084698	TRIOBP	LOC110084698	TRIOBP
ETV5	ETV1	ETV5	ETV1
SEPT9	SEPT3	SEPT9	SEPT3
TMEM30B	TMEM30A	TMEM30B	TMEM30A
PLCD3	PLCD1	PLCD3	PLCD1
MMP24	MMP16	MMP24	MMP16
ZFPM2	ZFPM1	ZFPM2	ZFPM1
UNC13B	UNC13C	UNC13B	UNC13C
FLNC	FLNA	FLNC	FLNA
AVPR2	AVPR1A	AVPR2	AVPR1A
HSPA12B	HSPA12A	HSPA12B	HSPA12A
CDC42BPB	CDC42BPA	CDC42BPB	CDC42BPA
UBXN2B	UBXN2A	UBXN2B	UBXN2A
SYNJ1	SYNJ2	SYNJ1	SYNJ2
RABGAP1L	RABGAP1	RABGAP1L	RABGAP1
ZNF703	ZNF503	ZNF703	ZNF503
HOXD10	HOXA10	HOXD10	HOXA10
FMNL3	FMNL2	FMNL3	FMNL2
CRLF1	GHR	CRLF1	GHR
BOD1L1	BOD1	BOD1L1	BOD1
CHD9	CHD8	CHD9	CHD8
TULP3	TUB	TULP3	TUB
CHL1	NRCAM	CHL1	NRCAM
RTN4	RTN2	RTN4	RTN2
LRP6	LRP5	LRP6	LRP5
TNS2	TNS1	TNS2	TNS1
MEF2A	MEF2D	MEF2A	MEF2D
ELFN1	ELFN2	ELFN1	ELFN2
OLFM3	OLFM1	OLFM3	OLFM1
RAP2C	RAP2B	RAP2C	RAP2B
PELI2	PELI3	PELI2	PELI3
MKNK1	MKNK2	MKNK1	MKNK2
DPP9	DPP8	DPP9	DPP8
KLF15	LOC110081134	KLF15	LOC110081134
SLC41A3	SLC41A2	SLC41A3	SLC41A2
P3H1	P3H3	P3H1	P3H3
TNNI3	TNNI1	TNNI3	TNNI1
EVX1	EVX2	EVX1	EVX2
FOS	FOSB	FOS	FOSB
DPF1	DPF3	DPF1	DPF3
SOWAHA	SOWAHC	SOWAHA	SOWAHC
RAB3B	RAB3A	RAB3B	RAB3A
RPS6KA4	RPS6KA5	RPS6KA4	RPS6KA5
HOXD4	HOXA4	HOXD4	HOXA4
DST	MACF1	DST	MACF1
ENSA	ARPP19	ENSA	ARPP19
NFIB	NFIX	NFIB	NFIX
LGR5	LGR4	LGR5	LGR4
FAM3D	FAM3C	FAM3D	FAM3C
CPT1A	CPT1C	CPT1A	CPT1C
SNTB2	SNTA1	SNTB2	SNTA1
MTFR2	MTFR1	MTFR2	MTFR1
NDRG4	NDRG2	NDRG4	NDRG2
GRIA1	GRIA2	GRIA1	GRIA2
ATP6V0A2	TCIRG1	ATP6V0A2	TCIRG1
ACTN3	ACTN1	ACTN3	ACTN1
TMEM50B	TMEM50A	TMEM50B	TMEM50A
NFE2L1	NFE2L2	NFE2L1	NFE2L2
GRK6	GRK5	GRK6	GRK5
CNGA1	CNGA3	CNGA1	CNGA3
CEP85L	CEP85	CEP85L	CEP85
MYL1	LOC110085110	MYL1	LOC110085110
ARHGAP40	ARHGAP18	ARHGAP40	ARHGAP18
PI15	R3HDML	PI15	R3HDML
CDC20	CDC20B	CDC20	CDC20B
P2RX6	P2RX2	P2RX6	P2RX2
RUSC2	RUSC1	RUSC2	RUSC1
PARVB	PARVA	PARVB	PARVA
APPL2	APPL1	APPL2	APPL1
LOC110083189	NIPSNAP2	LOC110083189	NIPSNAP2
ANXA11	ANXA4	ANXA11	ANXA4
SHC2	SHC4	SHC2	SHC4
P2RX4	P2RX1	P2RX4	P2RX1
IQGAP1	IQGAP2	IQGAP1	IQGAP2
BANK1	PIK3AP1	BANK1	PIK3AP1
KCNU1	KCNMA1	KCNU1	KCNMA1
GCM2	GCM1	GCM2	GCM1
AVIL	VILL	AVIL	VILL
CUNH3orf58	CUNHXorf36	CUNH3orf58	CUNHXorf36
SLC2A2	SLC2A4	SLC2A2	SLC2A4
MEF2C	MEF2A	MEF2C	MEF2A
LOC110072299	DLC1	LOC110072299	DLC1
TMEM38A	TMEM38B	TMEM38A	TMEM38B
TBC1D1	TBC1D4	TBC1D1	TBC1D4
ZSWIM4	ZSWIM5	ZSWIM4	ZSWIM5
STX1A	STX4	STX1A	STX4
ELMOD1	ELMOD2	ELMOD1	ELMOD2
BCAR1	NEDD9	BCAR1	NEDD9
ELOVL2	ELOVL5	ELOVL2	ELOVL5
ZCCHC14	ZCCHC2	ZCCHC14	ZCCHC2
NRL	MAFB	NRL	MAFB
IGF2BP3	IGF2BP1	IGF2BP3	IGF2BP1
LOC110087093	LOC110075272	LOC110087093	LOC110075272
RBL1	RBL2	RBL1	RBL2
ATL1	ATL2	ATL1	ATL2
ZFP36L1	ZFP36L2	ZFP36L1	ZFP36L2
PRKCB	PRKCG	PRKCB	PRKCG
EPB41L3	EPB41	EPB41L3	EPB41
MTA3	MTA2	MTA3	MTA2
THBS4	THBS3	THBS4	THBS3
MFN2	MFN1	MFN2	MFN1
PPP3CA	PPP3CB	PPP3CA	PPP3CB
TSC22D2	TSC22D3	TSC22D2	TSC22D3
OXR1	TLDC2	OXR1	TLDC2
HOXA6	HOXB6	HOXA6	HOXB6
ADIPOR1	ADIPOR2	ADIPOR1	ADIPOR2
ELF3	EHF	ELF3	EHF
PDE4A	PDE4B	PDE4A	PDE4B
LGI3	LGI2	LGI3	LGI2
LOC110078993	TMEM151B	LOC110078993	TMEM151B
PPP2CB	PPP2CA	PPP2CB	PPP2CA
DMD	UTRN	DMD	UTRN
LOC110082117	PCDH18	LOC110082117	PCDH18
RNF167	RNF13	RNF167	RNF13
DENND5A	DENND5B	DENND5A	DENND5B
OSBPL1A	OSBPL2	OSBPL1A	OSBPL2
ARHGAP42	ARHGAP10	ARHGAP42	ARHGAP10
TBXA2R	PTGER3	TBXA2R	PTGER3
MBNL2	MBNL3	MBNL2	MBNL3
FAM120C	FAM120A	FAM120C	FAM120A
CAPN11	CAPN8	CAPN11	CAPN8
BNIP2	ATCAY	BNIP2	ATCAY
YES1	HCK	YES1	HCK
STRN3	STRN4	STRN3	STRN4
SP7	SP9	SP7	SP9
GLRA2	GLRA3	GLRA2	GLRA3
GSX2	GSX1	GSX2	GSX1
PSD	PSD2	PSD	PSD2
LOC110081510	DAPK2	LOC110081510	DAPK2
GRIK1	GRIK3	GRIK1	GRIK3
THSD4	ADAMTSL4	THSD4	ADAMTSL4
LOC110076314	LOC110086400	LOC110076314	LOC110086400
LOC110089408	LOC110082410	LOC110089408	LOC110082410
RTKN2	RTKN	RTKN2	RTKN
NFIX	NFIC	NFIX	NFIC
SMAD5	SMAD1	SMAD5	SMAD1
ARHGEF15	NGEF	ARHGEF15	NGEF
LDLRAD4	PMEPA1	LDLRAD4	PMEPA1
SHD	SHE	SHD	SHE
RFX1	RFX6	RFX1	RFX6
BVES	POPDC2	BVES	POPDC2
SLC43A1	SLC43A2	SLC43A1	SLC43A2
CRYBG3	CRYGN	CRYBG3	CRYGN
RTN2	RTN3	RTN2	RTN3
FBN1	FBN3	FBN1	FBN3
RHOU	RHOV	RHOU	RHOV
STC1	STC2	STC1	STC2
HS3ST1	LOC110085030	HS3ST1	LOC110085030
CDH24	CDH7	CDH24	CDH7
LOC110078575	ADPRHL1	LOC110078575	ADPRHL1
KCNJ1	KCNJ10	KCNJ1	KCNJ10
CCDC38	CFAP100	CCDC38	CFAP100
DLX6	DLX1	DLX6	DLX1
TMUB2	TMUB1	TMUB2	TMUB1
RASGRP1	RASGRP4	RASGRP1	RASGRP4
GPRIN2	GPRIN3	GPRIN2	GPRIN3
ITGB7	ITGB3	ITGB7	ITGB3
GPR173	GPR85	GPR173	GPR85
LOC110085756	RYR2	LOC110085756	RYR2
MEX3C	MEX3D	MEX3C	MEX3D
LOC110087409	ITGAL	LOC110087409	ITGAL
RAPGEF2	LOC110079410	RAPGEF2	LOC110079410
SIX2	SIX4	SIX2	SIX4
ZC3H12D	ZC3H12A	ZC3H12D	ZC3H12A
CDK18	CDK17	CDK18	CDK17
ETNK1	ETNK2	ETNK1	ETNK2
DAPK3	DAPK1	DAPK3	DAPK1
DGUOK	DCK	DGUOK	DCK
ASF1A	ASF1B	ASF1A	ASF1B
CAPN12	CAPN3	CAPN12	CAPN3
CSF1R	KIT	CSF1R	KIT
SLC25A18	SLC25A22	SLC25A18	SLC25A22
LOC110073043	ZIC5	LOC110073043	ZIC5
DACH2	DACH1	DACH2	DACH1
STK26	STK24	STK26	STK24
ATF7	CREB5	ATF7	CREB5
LOC110082051	LOC110085110	LOC110082051	LOC110085110
LOC110091161	TXNRD1	LOC110091161	TXNRD1
MANEA	MANEAL	MANEA	MANEAL
LMO7	LIMCH1	LMO7	LIMCH1
LOC110086928	NOG	LOC110086928	NOG
JADE3	JADE2	JADE3	JADE2
IKBKB	CHUK	IKBKB	CHUK
ASPHD1	ASPHD2	ASPHD1	ASPHD2
LOC110085659	LOC110078343	LOC110085659	LOC110078343
RABEP1	RABEP2	RABEP1	RABEP2
ST6GALNAC5	ST6GALNAC6	ST6GALNAC5	ST6GALNAC6
RAC1	RAC3	RAC1	RAC3
WWC1	WWC3	WWC1	WWC3
SOX12	SOX11	SOX12	SOX11
ABHD12	ABHD12B	ABHD12	ABHD12B
FAM126A	FAM126B	FAM126A	FAM126B
SH2D3C	BCAR3	SH2D3C	BCAR3
GABRA5	GABRA2	GABRA5	GABRA2
SIN3A	SIN3B	SIN3A	SIN3B
MAP3K7	MAP3K7CL	MAP3K7	MAP3K7CL
KLHL25	ENC1	KLHL25	ENC1
GPC6	GPC2	GPC6	GPC2
TRIM33	TRIM24	TRIM33	TRIM24
TNFAIP8L3	TNFAIP8	TNFAIP8L3	TNFAIP8
KCNN2	KCNN1	KCNN2	KCNN1
PFKP	LOC110071755	PFKP	LOC110071755
ACVR2A	ACVR2B	ACVR2A	ACVR2B
LOC110078203	RACGAP1	LOC110078203	RACGAP1
LOC110073404	ADORA2A	LOC110073404	ADORA2A
LOC110091431	ANKRD33	LOC110091431	ANKRD33
LOC110080111	RYR2	LOC110080111	RYR2
LOC110069786	ADRA2A	LOC110069786	ADRA2A
STAU2	STAU1	STAU2	STAU1
C2CD4C	C2CD4D	C2CD4C	C2CD4D
CTDSPL	CTDSP2	CTDSPL	CTDSP2
DIO1	DIO3	DIO1	DIO3
NPFFR1	NPFFR2	NPFFR1	NPFFR2
NLGN4X	NLGN3	NLGN4X	NLGN3
LOC110078176	DNAJB6	LOC110078176	DNAJB6
NIPSNAP1	NIPSNAP2	NIPSNAP1	NIPSNAP2
LOC110072091	GCK	LOC110072091	GCK
AZIN2	ODC1	AZIN2	ODC1
LOC110087553	LOC110091109	LOC110087553	LOC110091109
CADM1	CADM2	CADM1	CADM2
TMEM63C	TMEM63A	TMEM63C	TMEM63A
RIN3	RIN2	RIN3	RIN2
ITGA3	ITGA7	ITGA3	ITGA7
HOXA6	HOXC6	HOXA6	HOXC6
DIAPH1	DIAPH3	DIAPH1	DIAPH3
CREB1	ATF1	CREB1	ATF1
MOB3C	MOB3B	MOB3C	MOB3B
PPP6R2	PPP6R3	PPP6R2	PPP6R3
CCNB2	CCNB1	CCNB2	CCNB1
GALNT13	GALNT1	GALNT13	GALNT1
PLEKHG7	PLEKHG5	PLEKHG7	PLEKHG5
TMBIM7P	FAIM2	TMBIM7P	FAIM2
LOC110076211	POU6F1	LOC110076211	POU6F1
